546	[414]	[509]
296	[73]	[286]
309	[204]	[286]
204	[23]	[8]
396	[296]	[343]
865	[23]	[286]
929	[131, 865, 161, 309, 598]	[375, 382]
892	[204, 161]	[286]
903	[204, 131, 865, 872, 892, 598]	[8]
1120	[309]	[8, 1096, 375, 957, 196, 382, 343]
942	[23, 131, 73, 865, 872, 396, 929, 903, 296]	[196, 382, 343]
872	[23, 865, 161, 396, 598]	[375, 286]
598	[23]	[343]
1236	[335]	[429, 1235, 973, 193, 30, 487, 667, 791, 360, 851]
578	[308]	[159]
965	[460]	[563]
1169	[607]	[]
1200	[607, 63]	[]
934	[225]	[]
1272	[101]	[460]
563	[101]	[460]
607	[584]	[]
161	[131]	[8]
131	[23]	[8]
73	[23]	[8]
1077	[565]	[1076]
205	[92]	[48]
466	[118]	[441, 209, 126, 315, 117, 416, 252, 363, 51, 7, 241, 288, 215]
478	[466]	[441, 209, 53, 239, 315, 117, 416, 252, 452, 207, 363, 51, 7, 241, 215]
754	[441]	[664, 712, 466, 126, 478, 209, 53, 682, 567, 668, 315, 118, 117, 252, 452, 601, 560, 51, 7, 241, 288, 697, 215]
441	[207]	[209, 53, 315, 118, 117, 51, 241, 288, 215]
901	[815]	[480, 255]
919	[901]	[433]
565	[397]	[491]
602	[397]	[491]
561	[308]	[159]
916	[335]	[388, 193, 706, 667, 552, 360, 851]
851	[388]	[429, 335, 706, 360, 791, 667, 30]
973	[851]	[429, 916, 706, 667, 552, 951]
804	[737]	[]
767	[737]	[]
335	[274]	[193, 30]
379	[274]	[30]
1046	[70]	[]
1009	[28]	[]
1287	[683]	[]
1283	[907]	[108, 945]
1048	[974]	[]
1159	[10]	[]
1175	[523]	[910, 314]
1192	[523]	[910]
1275	[684]	[]
759	[558]	[103]
712	[252]	[664, 209, 53, 539, 126, 239, 586, 567, 668, 315, 117, 452, 506, 207, 478, 560, 51, 7, 241, 215]
829	[252]	[664, 441, 466, 126, 478, 209, 53, 539, 626, 239, 682, 586, 567, 315, 754, 117, 452, 506, 207, 560, 51, 7, 241, 288, 215]
469	[397]	[]
907	[362]	[152, 655, 143, 108]
853	[179]	[518]
659	[423]	[]
922	[659]	[]
1211	[1107]	[1175, 993, 314, 104, 660, 1133, 1192, 722, 1084, 910, 591, 35]
70	[63]	[]
83	[70]	[]
1008	[778]	[681, 22, 97, 468, 701, 392, 690, 136]
604	[504]	[290]
504	[351]	[458]
351	[175]	[290]
1219	[351]	[958, 696, 926]
1250	[1123, 363, 981, 911, 567]	[664, 209, 53, 1182, 539, 626, 126, 682, 1012, 668, 315, 754, 118, 1034, 712, 416, 252, 452, 207, 1143, 478, 601, 560, 51, 241, 1199, 829, 1075, 697, 466]
1265	[1123, 912, 981, 939, 1148, 506, 363]	[712, 1034, 1199, 126, 478, 754, 416, 626, 668, 315, 53, 1182, 539, 682, 118, 252, 452, 1143, 601, 560, 241, 1075, 697, 215]
1042	[751]	[867]
208	[34]	[]
410	[129]	[337]
748	[158]	[337]
913	[158]	[337]
158	[129]	[]
236	[158]	[]
521	[472]	[285]
1121	[157]	[]
591	[35]	[571]
1084	[722]	[571]
523	[35]	[314]
722	[104]	[571]
1133	[104]	[1107]
660	[35]	[571]
967	[780]	[232]
983	[967]	[232]
925	[497]	[]
852	[728]	[]
881	[728]	[]
780	[113]	[154]
435	[355]	[]
355	[95]	[]
189	[95]	[]
451	[95]	[]
1206	[355]	[]
683	[95, 435, 189, 451]	[]
1123	[939, 288, 506, 912, 363, 911, 586, 567, 553]	[664, 712, 441, 1034, 466, 126, 829, 209, 539, 239, 682, 1012, 315, 754, 118, 416, 252, 207, 560, 51, 241, 1075]
1148	[506, 363, 553]	[664, 712, 441, 1034, 466, 126, 829, 754, 416, 668, 697, 601, 209, 53, 539, 239, 682, 1012, 118, 252, 452, 207, 1143, 560, 51, 1075, 215]
1289	[85]	[480, 255, 815, 1058, 901]
697	[416]	[664, 441, 466, 126, 478, 626, 668, 315, 117, 553, 209, 53, 539, 239, 682, 586, 567, 118, 452, 506, 207, 601, 560, 363, 51, 7, 241, 288]
416	[252]	[209, 53, 363]
104	[35]	[]
1292	[357]	[271]
84	[72]	[]
159	[3]	[]
593	[3]	[308]
1115	[159]	[578]
176	[40]	[]
939	[911, 586]	[664, 712, 441, 126, 478, 829, 754, 416, 668, 315, 697, 601, 209, 252, 682, 539, 239, 118, 452, 207, 560, 51, 215]
912	[911]	[712, 441, 466, 126, 478, 829, 754, 416, 626, 209, 53, 539, 239, 682, 668, 315, 118, 252, 452, 207, 601, 560, 51, 241]
981	[586]	[664, 712, 441, 466, 126, 478, 829, 754, 626, 668, 315, 697, 601, 209, 53, 252, 682, 452, 539, 239, 118, 207, 51, 241, 215]
452	[51]	[126, 416, 315, 252, 239, 363, 288]
209	[53]	[118]
668	[53]	[664, 441, 466, 126, 478, 416, 626, 539, 239, 586, 567, 315, 118, 117, 252, 553, 506, 207, 363, 7, 241, 288]
560	[452]	[441, 126, 478, 416, 315, 117, 553, 252, 363, 118, 539, 239, 207, 7]
1143	[668]	[664, 712, 441, 1034, 466, 126, 478, 829, 1123, 754, 416, 626, 912, 911, 315, 553, 697, 601, 567, 506, 586, 252, 939, 363, 288, 981, 241, 539, 239, 1012, 207, 7, 1075]
682	[668]	[664, 441, 126, 416, 626, 117, 553, 506, 586, 252, 539, 207, 363, 7, 241, 288, 215]
911	[506]	[712, 441, 466, 126, 829, 754, 416, 626, 209, 53, 539, 239, 682, 315, 252, 452, 560, 51, 241, 697, 215]
362	[219]	[143]
741	[219]	[515]
288	[117]	[51, 215]
117	[7]	[51]
506	[117]	[466, 126, 478, 416, 315, 53, 118, 252, 207, 241, 215]
363	[117]	[239, 207, 51, 241]
586	[553]	[441, 466, 126, 478, 315, 53, 539, 118, 252, 452, 207, 215]
567	[288]	[441, 466, 126, 53, 539, 252, 452, 207, 560, 51, 241, 215]
553	[363]	[126, 478, 416, 315, 53, 539, 239, 118, 241, 215]
1027	[406]	[615]
1078	[1027]	[615]
882	[616]	[]
674	[348]	[577]
406	[109]	[]
1182	[315]	[664, 712, 441, 1034, 466, 126, 478, 829, 1123, 754, 416, 626, 912, 668, 911, 117, 553, 697, 601, 567, 506, 209, 53, 586, 1148, 252, 682, 939, 452, 363, 981, 241, 215, 118, 560, 539, 1143, 1075, 239, 1012, 207, 51, 7]
1181	[58]	[405]
655	[152]	[108, 143, 515, 362]
945	[152]	[108, 515, 741, 528]
53	[51]	[7]
1180	[883]	[1018]
883	[819]	[]
971	[610]	[620, 458]
671	[504]	[458]
610	[504]	[458]
423	[145]	[]
1153	[538]	[]
824	[164]	[]
203	[80]	[]
1155	[736]	[187]
1266	[1155]	[187]
1232	[1108]	[1028]
624	[408]	[490]
490	[278]	[408]
514	[413]	[]
972	[657]	[48]
1253	[752]	[205, 354, 92, 48, 50, 837]
1136	[657]	[354, 463, 92, 679, 147, 50, 837]
830	[223]	[]
557	[499]	[]
856	[557]	[847]
978	[263]	[]
239	[207]	[126, 117, 209, 53, 118, 7]
736	[162]	[187]
842	[736]	[187]
643	[570]	[]
548	[461]	[]
147	[92]	[48]
771	[105]	[248]
1280	[463]	[205, 972, 752, 354, 1109, 657, 1136, 48, 50, 1160, 147]
837	[463]	[205, 752, 354, 657, 92, 576, 679]
