546	414	1
546	141	0
546	339	0
546	509	0
546	443	0
296	204	1
296	23	1
296	131	1
296	73	1
296	161	1
296	8	0
296	286	0
296	196	0
309	204	1
309	23	1
309	131	1
309	73	1
309	161	1
309	296	1
309	8	0
309	286	0
309	196	0
204	23	1
204	161	1
204	131	1
204	73	1
204	8	0
204	196	0
396	204	1
396	23	1
396	131	1
396	73	1
396	161	1
396	296	1
396	309	1
396	8	0
396	382	0
396	343	0
396	375	0
396	286	0
396	196	0
865	204	1
865	23	1
865	131	1
865	73	1
865	296	1
865	309	1
865	396	1
865	161	1
865	598	1
865	8	0
865	375	0
865	286	0
865	196	0
865	382	0
865	343	0
929	204	1
929	23	1
929	131	1
929	73	1
929	865	1
929	161	1
929	872	1
929	396	1
929	296	1
929	309	1
929	892	1
929	903	1
929	598	1
929	8	0
929	375	0
929	286	0
929	196	0
929	382	0
929	343	0
892	204	1
892	23	1
892	131	1
892	73	1
892	865	1
892	161	1
892	872	1
892	396	1
892	296	1
892	309	1
892	598	1
892	8	0
892	375	0
892	286	0
892	196	0
892	382	0
892	343	0
903	204	1
903	23	1
903	131	1
903	73	1
903	865	1
903	161	1
903	872	1
903	396	1
903	296	1
903	309	1
903	892	1
903	598	1
903	8	0
903	375	0
903	286	0
903	196	0
903	382	0
903	343	0
1120	204	1
1120	23	1
1120	131	1
1120	73	1
1120	865	1
1120	161	1
1120	872	1
1120	396	1
1120	929	1
1120	903	1
1120	296	1
1120	309	1
1120	892	1
1120	942	1
1120	598	1
1120	8	0
1120	1096	0
1120	375	0
1120	286	0
1120	957	0
1120	196	0
1120	382	0
1120	343	0
942	204	1
942	23	1
942	131	1
942	73	1
942	865	1
942	161	1
942	872	1
942	396	1
942	929	1
942	903	1
942	892	1
942	296	1
942	309	1
942	598	1
942	8	0
942	375	0
942	286	0
942	196	0
942	382	0
942	343	0
872	204	1
872	23	1
872	131	1
872	73	1
872	865	1
872	161	1
872	296	1
872	309	1
872	396	1
872	598	1
872	8	0
872	375	0
872	382	0
872	343	0
872	286	0
872	196	0
598	204	1
598	23	1
598	131	1
598	73	1
598	161	1
598	396	1
598	296	1
598	309	1
598	8	0
598	375	0
598	286	0
598	196	0
598	382	0
598	343	0
1236	916	1
1236	335	1
1236	274	1
1236	379	1
1236	429	0
1236	1235	0
1236	973	0
1236	193	0
1236	388	0
1236	706	0
1236	30	0
1236	487	0
1236	667	0
1236	951	0
1236	552	0
1236	791	0
1236	360	0
1236	851	0
578	308	1
578	561	1
578	3	0
578	159	0
965	460	1
965	101	0
965	563	0
1169	63	1
1169	70	1
1169	1046	1
1169	607	1
1169	83	1
1200	1169	1
1200	607	1
1200	70	1
1200	1046	1
1200	63	1
1200	83	1
934	225	1
1272	563	1
1272	101	1
1272	965	0
1272	460	0
563	101	1
563	460	0
607	584	1
607	63	1
607	70	1
607	83	1
161	23	1
161	131	1
161	73	1
161	8	0
131	23	1
131	73	1
131	8	0
73	23	1
73	8	0
1077	397	1
1077	602	1
1077	469	1
1077	565	1
1077	1076	0
1077	627	0
1077	491	0
1077	1000	0
205	92	1
205	147	1
205	48	0
205	50	0
466	118	1
466	441	0
466	209	0
466	53	0
466	126	0
466	239	0
466	315	0
466	117	0
466	416	0
466	252	0
466	452	0
466	207	0
466	363	0
466	51	0
466	7	0
466	241	0
466	288	0
466	215	0
478	466	1
478	118	1
478	441	0
478	126	0
478	209	0
478	53	0
478	239	0
478	315	0
478	117	0
478	416	0
478	252	0
478	452	0
478	207	0
478	363	0
478	51	0
478	7	0
478	241	0
478	288	0
478	215	0
754	441	1
754	207	1
754	239	1
754	664	0
754	712	0
754	466	0
754	126	0
754	478	0
754	209	0
754	53	0
754	539	0
754	626	0
754	682	0
754	586	0
754	567	0
754	668	0
754	315	0
754	118	0
754	117	0
754	416	0
754	252	0
754	452	0
754	553	0
754	506	0
754	601	0
754	560	0
754	363	0
754	51	0
754	7	0
754	241	0
754	288	0
754	697	0
754	215	0
441	207	1
441	239	1
441	209	0
441	53	0
441	126	0
441	315	0
441	118	0
441	117	0
441	416	0
441	252	0
441	363	0
441	51	0
441	7	0
441	241	0
441	288	0
441	215	0
901	815	1
901	480	0
901	255	0
901	85	0
901	433	0
919	815	1
919	901	1
919	480	0
919	255	0
919	85	0
919	433	0
565	397	1
565	469	1
565	491	0
602	565	1
602	397	1
602	469	1
602	491	0
561	308	1
561	3	0
561	159	0
916	335	1
916	274	1
916	379	1
916	429	0
916	388	0
916	193	0
