546	[414]	[141, 339, 509, 443]
296	[204, 23, 131, 73, 161]	[8, 286, 196]
309	[204, 23, 131, 73, 161, 296]	[8, 286, 196]
204	[23, 161, 131, 73]	[8, 196]
396	[204, 23, 131, 73, 161, 296, 309]	[8, 382, 343, 375, 286, 196]
865	[204, 23, 131, 73, 296, 309, 396, 161, 598]	[8, 375, 286, 196, 382, 343]
929	[204, 23, 131, 73, 865, 161, 872, 396, 296, 309, 892, 903, 598]	[8, 375, 286, 196, 382, 343]
892	[204, 23, 131, 73, 865, 161, 872, 396, 296, 309, 598]	[8, 375, 286, 196, 382, 343]
903	[204, 23, 131, 73, 865, 161, 872, 396, 296, 309, 892, 598]	[8, 375, 286, 196, 382, 343]
1120	[204, 23, 131, 73, 865, 161, 872, 396, 929, 903, 296, 309, 892, 942, 598]	[8, 1096, 375, 286, 957, 196, 382, 343]
942	[204, 23, 131, 73, 865, 161, 872, 396, 929, 903, 892, 296, 309, 598]	[8, 375, 286, 196, 382, 343]
872	[204, 23, 131, 73, 865, 161, 296, 309, 396, 598]	[8, 375, 382, 343, 286, 196]
598	[204, 23, 131, 73, 161, 396, 296, 309]	[8, 375, 286, 196, 382, 343]
1236	[916, 335, 274, 379]	[429, 1235, 973, 193, 388, 706, 30, 487, 667, 951, 552, 791, 360, 851]
578	[308, 561]	[3, 159]
965	[460]	[101, 563]
1169	[63, 70, 1046, 607, 83]	[]
1200	[1169, 607, 70, 1046, 63, 83]	[]
934	[225]	[]
1272	[563, 101]	[965, 460]
563	[101]	[460]
607	[584, 63, 70, 83]	[]
161	[23, 131, 73]	[8]
131	[23, 73]	[8]
73	[23]	[8]
1077	[397, 602, 469, 565]	[1076, 627, 491, 1000]
205	[92, 147]	[48, 50]
466	[118]	[441, 209, 53, 126, 239, 315, 117, 416, 252, 452, 207, 363, 51, 7, 241, 288, 215]
478	[466, 118]	[441, 126, 209, 53, 239, 315, 117, 416, 252, 452, 207, 363, 51, 7, 241, 288, 215]
754	[441, 207, 239]	[664, 712, 466, 126, 478, 209, 53, 539, 626, 682, 586, 567, 668, 315, 118, 117, 416, 252, 452, 553, 506, 601, 560, 363, 51, 7, 241, 288, 697, 215]
441	[207, 239]	[209, 53, 126, 315, 118, 117, 416, 252, 363, 51, 7, 241, 288, 215]
901	[815]	[480, 255, 85, 433]
919	[815, 901]	[480, 255, 85, 433]
565	[397, 469]	[491]
602	[565, 397, 469]	[491]
561	[308]	[3, 159]
916	[335, 274, 379]	[429, 388, 193, 706, 30, 487, 667, 552, 791, 360, 851]
851	[388]	[429, 379, 335, 706, 360, 274, 791, 667, 552, 487, 193, 30]
973	[388, 851]	[429, 379, 335, 916, 706, 360, 274, 791, 667, 552, 487, 193, 30, 951]
804	[767, 737]	[]
767	[737]	[]
335	[274]	[193, 30]
379	[335, 274]	[193, 30, 360]
1046	[607, 70, 63, 83]	[]
1009	[28]	[]
1287	[435, 355, 189, 95, 451, 1206, 683]	[]
1283	[219, 362, 907, 741]	[108, 152, 655, 528, 945, 1264, 515, 143]
1048	[974]	[]
1159	[10]	[]
1175	[591, 1084, 35, 523, 722, 1133, 104, 660]	[1107, 761, 571, 993, 910, 314]
1192	[1175, 523, 722, 1084, 104, 591, 35, 1133, 660]	[571, 993, 314, 1107, 761, 910]
1275	[684]	[]
759	[558]	[428, 103]
712	[697, 252, 416]	[664, 209, 53, 539, 626, 126, 239, 682, 586, 567, 668, 315, 118, 117, 452, 553, 506, 207, 478, 601, 560, 363, 51, 7, 241, 288, 441, 466, 215]
829	[712, 697, 252, 416]	[664, 441, 466, 126, 478, 209, 53, 539, 626, 239, 682, 586, 567, 668, 315, 754, 118, 117, 452, 553, 506, 207, 601, 560, 363, 51, 7, 241, 288, 215]
469	[397]	[]
907	[219, 362, 741]	[152, 655, 528, 515, 143, 108]
853	[179]	[518]
659	[145, 423]	[]
922	[659, 423, 145]	[]
1211	[1107]	[1175, 571, 993, 314, 104, 761, 660, 1133, 1192, 722, 523, 1084, 910, 591, 35]
70	[63]	[]
83	[70, 63]	[]
1008	[778]	[681, 22, 959, 97, 316, 468, 701, 392, 690, 136, 574, 168]
604	[351, 175, 504]	[290]
504	[351, 175]	[290, 458]
351	[175]	[290]
1219	[351, 604, 504, 175]	[958, 696, 926, 290]
1250	[1123, 939, 288, 117, 7, 1148, 506, 912, 363, 981, 911, 586, 567, 553]	[664, 209, 53, 1182, 539, 626, 126, 239, 682, 1012, 668, 315, 754, 118, 1034, 712, 416, 252, 452, 207, 1143, 478, 601, 560, 51, 241, 1199, 829, 1075, 441, 697, 466, 215]
1265	[1250, 1123, 912, 981, 911, 939, 117, 1148, 506, 288, 7, 363, 586, 567, 553]	[664, 712, 441, 1034, 466, 1199, 126, 478, 829, 754, 416, 626, 668, 315, 209, 53, 1182, 539, 239, 682, 1012, 118, 252, 452, 207, 1143, 601, 560, 51, 241, 1075, 697, 215]
1042	[751]	[233, 867, 953]
208	[34]	[]
410	[129, 236, 158]	[337]
748	[129, 236, 410, 158]	[337]
913	[129, 236, 410, 748, 158]	[832, 820, 337]
158	[129]	[]
236	[129, 158]	[]
521	[472]	[285]
1121	[157]	[]
591	[523, 104, 35]	[571, 314]
1084	[523, 722, 591, 35, 104, 660]	[571, 993, 314, 761, 910]
523	[35, 104]	[314]
722	[523, 591, 35, 104, 660]	[571, 314]
1133	[523, 722, 1084, 104, 591, 35, 660]	[571, 993, 314, 1107, 761, 910]
660	[523, 104, 591, 35]	[571, 314]
967	[113, 780]	[232, 154]
983	[967, 780, 113]	[232, 154]
925	[497]	[]
852	[728]	[]
881	[852, 728]	[]
780	[113]	[232, 154]
435	[95, 355, 189]	[]
355	[95, 189]	[]
189	[95]	[]
451	[95, 435, 355, 189]	[]
1206	[95, 683, 451, 435, 189, 355]	[]
683	[95, 435, 355, 189, 451]	[]
1123	[939, 288, 117, 7, 506, 912, 363, 981, 911, 586, 567, 553]	[664, 712, 441, 1034, 466, 126, 478, 829, 209, 53, 539, 626, 239, 682, 1012, 668, 315, 754, 118, 416, 252, 452, 207, 601, 560, 51, 241, 1075, 697, 215]
1148	[1123, 912, 981, 911, 939, 117, 288, 7, 506, 363, 586, 567, 553]	[664, 712, 441, 1034, 466, 126, 478, 829, 754, 416, 626, 668, 315, 697, 601, 209, 53, 539, 239, 682, 1012, 118, 252, 452, 207, 1143, 560, 51, 241, 1075, 215]
1289	[85]	[480, 255, 815, 919, 1058, 433, 901]
697	[416, 252]	[664, 441, 466, 126, 478, 626, 668, 315, 117, 553, 209, 53, 539, 239, 682, 586, 567, 118, 452, 506, 207, 601, 560, 363, 51, 7, 241, 288, 215]
416	[252]	[126, 209, 53, 239, 315, 118, 117, 207, 363, 51, 7, 241, 288, 215]
104	[35]	[]
1292	[357]	[271, 551]
84	[72]	[]
159	[3]	[]
593	[3, 159]	[578, 561, 308]
1115	[3, 159, 593]	[578, 561, 308]
176	[40]	[]
939	[912, 911, 288, 117, 7, 506, 363, 586, 567, 553]	[664, 712, 441, 466, 126, 478, 829, 754, 416, 626, 668, 315, 697, 601, 209, 53, 252, 682, 539, 239, 118, 452, 207, 560, 51, 241, 215]
912	[288, 117, 7, 506, 363, 911, 586, 567, 553]	[664, 712, 441, 466, 126, 478, 829, 754, 416, 626, 209, 53, 539, 239, 682, 668, 315, 118, 252, 452, 207, 601, 560, 51, 241, 697, 215]
981	[912, 939, 288, 117, 7, 506, 363, 911, 586, 567, 553]	[664, 712, 441, 466, 126, 478, 829, 754, 416, 626, 668, 315, 697, 601, 209, 53, 252, 682, 452, 539, 239, 118, 207, 560, 51, 241, 215]
452	[209, 51, 53]	[441, 126, 416, 315, 117, 252, 239, 118, 207, 363, 7, 241, 288, 215]
209	[51, 53]	[126, 117, 118, 207, 7]
668	[209, 452, 51, 53, 560]	[664, 441, 466, 126, 478, 416, 626, 539, 239, 586, 567, 315, 118, 117, 252, 553, 506, 207, 601, 363, 7, 241, 288, 215]
560	[209, 452, 53, 51]	[441, 466, 126, 478, 416, 315, 117, 553, 506, 252, 363, 288, 241, 215, 118, 539, 239, 207, 7]
1143	[209, 668, 682, 452, 53, 51, 560]	[664, 712, 441, 1034, 466, 126, 478, 829, 1123, 754, 416, 626, 912, 911, 315, 117, 553, 697, 601, 567, 506, 586, 252, 939, 363, 288, 981, 241, 215, 118, 539, 239, 1012, 207, 7, 1075]
682	[209, 668, 452, 51, 53, 560]	[664, 441, 466, 126, 478, 416, 626, 315, 117, 553, 601, 567, 506, 586, 252, 539, 239, 118, 207, 363, 7, 241, 288, 215]
911	[288, 117, 7, 506, 363, 586, 567, 553]	[664, 712, 441, 466, 126, 478, 829, 754, 416, 626, 668, 209, 53, 539, 239, 682, 315, 118, 252, 452, 207, 601, 560, 51, 241, 697, 215]
362	[219]	[108, 143, 152]
741	[219, 362]	[108, 143, 515, 152, 655, 528]
288	[117, 7]	[126, 209, 53, 252, 239, 118, 207, 51, 241, 215]
117	[7]	[53, 51]
506	[117, 288, 7, 363]	[441, 466, 126, 478, 416, 315, 209, 53, 239, 118, 252, 452, 207, 51, 241, 215]
363	[117, 288, 7]	[126, 315, 209, 53, 252, 239, 118, 207, 51, 241, 215]
586	[117, 506, 363, 288, 7, 567, 553]	[441, 466, 126, 478, 416, 315, 209, 53, 539, 239, 118, 252, 452, 207, 560, 51, 241, 215]
567	[117, 506, 363, 288, 7, 553]	[441, 466, 126, 478, 416, 315, 209, 53, 539, 239, 118, 252, 452, 207, 560, 51, 241, 215]
553	[117, 506, 363, 288, 7]	[441, 466, 126, 478, 416, 315, 209, 53, 539, 239, 118, 252, 452, 207, 51, 241, 215]
1027	[406, 109]	[615, 825]
1078	[1027, 109, 406]	[1033, 615, 825]
882	[616]	[]
674	[348]	[577]
406	[109]	[]
1182	[315]	[664, 712, 441, 1034, 466, 126, 478, 829, 1123, 754, 416, 626, 912, 668, 911, 117, 553, 697, 601, 567, 506, 209, 53, 586, 1148, 252, 682, 939, 452, 363, 288, 981, 241, 215, 118, 560, 539, 1143, 1075, 239, 1012, 207, 51, 7]
1181	[58]	[887, 405, 287]
655	[152]	[108, 143, 515, 362, 219, 528]
945	[655, 152]	[907, 108, 143, 515, 741, 362, 219, 528]
53	[51]	[7]
1180	[883]	[1018]
883	[819]	[]
971	[610, 671, 504]	[620, 458]
671	[610, 504]	[620, 458]
610	[504]	[458]
423	[145]	[]
1153	[538]	[]
824	[164]	[]
203	[80]	[]
1155	[162, 736, 842]	[187]
1266	[1155, 736, 842, 162]	[187]
1232	[1108]	[1028]
624	[408]	[347, 490, 278]
490	[278]	[347, 408]
514	[413]	[]
972	[657, 576, 752]	[205, 679, 147, 463, 48, 92, 354, 50, 837]
1253	[972, 657, 1136, 576, 752]	[205, 354, 1109, 463, 92, 48, 679, 147, 50, 837, 1160]
1136	[972, 752, 657, 576]	[205, 354, 1109, 463, 92, 679, 147, 48, 50, 837]
830	[223]	[]
557	[499]	[]
856	[499, 557]	[847]
978	[263]	[]
239	[207]	[126, 117, 209, 53, 215, 118, 51, 7]
736	[162]	[187]
842	[736, 162]	[187]
643	[570]	[]
548	[461]	[]
147	[92]	[48, 50]
771	[105]	[248]
1280	[837, 463]	[205, 972, 752, 354, 1109, 657, 92, 1136, 48, 1253, 576, 50, 1160, 679, 147]
837	[463]	[205, 752, 354, 657, 92, 48, 576, 50, 679, 147]
943	[82]	[]
1074	[896]	[]
752	[657, 576]	[205, 679, 147, 463, 48, 92, 354, 50]
300	[36]	[]
1056	[139]	[]
657	[576]	[205, 354, 147, 463, 48, 92, 50]
1060	[906]	[]
1036	[27]	[98, 459, 758]
461	[405]	[]
796	[194]	[]
488	[471]	[]
638	[381]	[]
1055	[719]	[347, 408, 490, 1037, 624, 278]
