2323	4555	1
1868	4555	1
2896	4555	1
7405	4555	1
2575	4555	1
1745	1795	1
6651	1795	1
6999	1795	1
4627	1795	1
3769	1795	1
253	1795	1
5624	1795	1
6920	1795	1
3895	1795	1
231	1795	1
4057	1795	1
3857	1795	1
6558	1795	1
5261	1795	1
5815	1795	1
652	1795	1
3353	1795	1
344	1795	1
2019	1795	1
7389	1795	1
4012	1795	1
244	1795	1
5189	1565	1
3024	1565	1
4146	1565	1
4497	1565	1
6813	3505	1
7028	3505	1
7826	3505	1
2564	3505	1
4067	3505	1
1449	3505	1
6105	3505	1
1378	3505	1
379	3606	1
306	3606	1
4033	3606	1
2096	3606	1
1862	3606	1
1103	3606	1
1409	3606	1
7473	3606	1
7348	3606	1
2806	3606	1
2829	3606	1
3266	3606	1
4552	3606	1
2910	3606	1
2372	3606	1
1239	3606	1
6143	3606	1
6226	3606	1
2070	3606	1
3925	3606	1
7404	3606	1
5062	3606	1
280	3606	1
911	4080	1
860	4080	1
1961	4080	1
7072	4080	1
1738	4080	1
2412	4080	1
1776	4080	1
1755	2432	1
2284	2432	1
5217	2432	1
3376	2432	1
7497	2432	1
4585	2432	1
2730	3453	1
5215	3453	1
4168	3453	1
2025	3453	1
6111	3453	1
5131	3453	1
4058	3453	1
3898	3453	1
896	3453	1
4233	3453	1
3417	3453	1
5859	3453	1
3401	3453	1
4819	3453	1
752	4838	1
979	4838	1
3756	4838	1
2912	4838	1
784	4838	1
4470	4838	1
756	5820	1
2251	5820	1
96	5820	1
3604	5820	1
2268	5820	1
6981	5820	1
5711	5820	1
7336	5820	1
232	4696	1
243	4696	1
2695	4696	1
6244	4696	1
1713	4696	1
5606	4696	1
2519	4696	1
4141	4929	1
3811	4929	1
1132	4929	1
3124	4929	1
4576	4929	1
6422	7795	1
7045	7795	1
5962	7795	1
5867	7795	1
2595	4529	1
4206	4529	1
1082	4529	1
2991	4529	1
7507	4529	1
305	4529	1
2658	4529	1
5128	2289	1
6298	2289	1
4736	2289	1
718	2289	1
848	2289	1
7457	2289	1
5694	2289	1
7753	2289	1
1226	2289	1
168	2289	1
2945	2289	1
26	703	1
6588	703	1
346	703	1
4376	703	1
7774	703	1
7021	703	1
5911	703	1
2942	703	1
5610	703	1
2975	5477	1
4045	5477	1
4473	5477	1
2291	5477	1
1108	5477	1
3089	5477	1
4968	329	1
701	329	1
392	329	1
1941	329	1
3051	329	1
3544	329	1
5252	329	1
3418	329	1
1789	5776	1
4940	5776	1
7227	5776	1
5495	5776	1
7212	307	1
1498	307	1
4493	307	1
3734	307	1
2364	307	1
4445	307	1
407	307	1
3217	307	1
5729	307	1
3075	4089	1
3700	4089	1
5266	4089	1
2404	4089	1
6861	4089	1
1856	4089	1
799	4725	1
421	4725	1
3681	4725	1
6983	4725	1
4734	1959	1
4267	1959	1
6457	1959	1
454	1959	1
5769	1959	1
5602	1959	1
4247	3267	1
7391	3267	1
4006	3267	1
6769	3267	1
5873	3267	1
2114	3267	1
4157	3267	1
6345	3267	1
139	3267	1
7085	3267	1
6931	3267	1
4183	3267	1
5489	2897	1
5393	2897	1
4630	2897	1
2461	2897	1
3080	2897	1
7675	6574	1
3395	6574	1
1719	6574	1
618	1560	1
6009	1560	1
625	1560	1
6321	6627	1
983	6627	1
2531	6627	1
3474	6627	1
5963	6627	1
1107	6627	1
3230	2033	1
909	2033	1
4106	2033	1
7762	2033	1
2466	2033	1
3058	2033	1
4857	2033	1
29	2033	1
6216	2033	1
7319	5539	1
5405	5539	1
7734	5539	1
257	5539	1
984	5539	1
4702	5539	1
3477	5539	1
3986	5539	1
4336	5539	1
7370	5539	1
6156	5539	1
1775	5539	1
812	5539	1
3235	5539	1
2853	5539	1
6392	5539	1
2641	5539	1
1424	5539	1
33	5539	1
1971	5539	1
1504	5539	1
1371	5742	1
4690	5742	1
3126	5742	1
7861	5742	1
3672	5431	1
1480	5431	1
3599	5431	1
5297	5431	1
3200	5431	1
7292	5749	1
7871	5749	1
6442	5749	1
6594	5749	1
6615	5749	1
5526	5749	1
1085	5749	1
2680	5749	1
1981	5749	1
721	5749	1
5573	5749	1
4853	5749	1
3864	3682	1
844	3682	1
6991	3682	1
7270	3682	1
5795	3682	1
6424	3682	1
7380	5899	1
7790	5899	1
5566	5899	1
2295	5899	1
2462	3440	1
1913	3440	1
451	3440	1
4353	3440	1
5060	3440	1
3842	1373	1
1204	1373	1
6126	1373	1
56	1373	1
1972	1373	1
1656	6403	1
4551	6403	1
5908	6403	1
3750	6403	1
3314	6403	1
6938	6403	1
586	6403	1
3982	6403	1
1054	6403	1
699	6403	1
426	6528	1
7341	6528	1
3788	6528	1
4461	2053	1
6200	2053	1
6504	2053	1
7201	2053	1
2878	2053	1
7016	6696	1
1126	6696	1
4061	6696	1
1677	6696	1
6817	6696	1
3791	6696	1
5351	7309	1
3537	7309	1
213	7309	1
2939	7309	1
6797	7309	1
6003	7309	1
1905	2566	1
4118	2566	1
834	2566	1
6917	2566	1
2419	2566	1
4429	2566	1
1483	2566	1
602	2566	1
2190	3860	1
2369	3860	1
2846	3860	1
3984	3742	1
7261	3742	1
826	3742	1
3490	3742	1
5724	3742	1
5187	2344	1
5389	2344	1
275	2344	1
905	2344	1
2230	2344	1
4574	2344	1
4081	2344	1
6271	1466	1
7687	1466	1
3905	1466	1
3299	1466	1
2700	1507	1
6686	1507	1
309	1507	1
856	5599	1
4979	5599	1
2742	5599	1
128	4753	1
4392	4753	1
968	4753	1
2140	3804	1
7429	3804	1
7022	3804	1
6370	3804	1
3473	3804	1
5375	2706	1
4002	2706	1
5763	2706	1
3362	2786	1
2953	2786	1
3601	2786	1
1256	4167	1
4393	4167	1
7006	4167	1
5358	4167	1
3147	4167	1
1178	4167	1
2953	4167	1
823	4167	1
271	4167	1
2899	4167	1
6094	4167	1
975	4167	1
7799	4167	1
4775	1823	1
6408	1823	1
1882	1823	1
5089	1823	1
1372	1823	1
6128	7190	1
7180	7190	1
3228	7190	1
3912	7190	1
4550	5665	1
2962	5665	1
450	5665	1
4184	5665	1
2392	5665	1
3411	2087	1
3209	2087	1
535	2087	1
54	2087	1
498	2087	1
2297	2087	1
2090	7330	1
5775	7330	1
7496	7330	1
6969	7330	1
4874	7330	1
808	7330	1
3488	7330	1
5907	7330	1
3027	7330	1
3733	2029	1
7199	2029	1
7505	2029	1
2069	2029	1
4198	2029	1
2261	2029	1
6870	2029	1
4647	919	1
7451	919	1
1415	919	1
6799	7056	1
5273	7056	1
6913	7056	1
6332	7056	1
1805	7056	1
4912	7056	1
1099	7056	1
7708	7056	1
489	7056	1
1281	7056	1
1019	7056	1
5000	7056	1
